"study_id","grid_type","spec_id","d","d_pub","delta"
"creatine_PMC11944689","principled",1,0.256344431298003,0.0438705365328043,0.212473894765199
"creatine_PMC11944689","principled",2,0.0445591169729494,0.0438705365328043,0.00068858044014513
"creatine_PMC11944689","principled",3,0.0438705365328039,0.0438705365328043,-3.67761376907083e-16
"creatine_PMC11944689","principled",4,0.256344431298003,0.0438705365328043,0.212473894765199
"creatine_PMC11944689","principled",5,0.0445591169729494,0.0438705365328043,0.00068858044014513
"creatine_PMC11944689","principled",6,0.0438705365328039,0.0438705365328043,-3.67761376907083e-16
"creatine_PMC11944689","principled",7,0.256344431298003,0.0438705365328043,0.212473894765199
"creatine_PMC11944689","principled",8,0.0445591169729494,0.0438705365328043,0.00068858044014513
"creatine_PMC11944689","principled",9,0.0438705365328039,0.0438705365328043,-3.67761376907083e-16
"creatine_PMC11944689","defensible",1,0.256344431298003,0.0438705365328043,0.212473894765199
"creatine_PMC11944689","defensible",2,0.0445591169729494,0.0438705365328043,0.00068858044014513
"creatine_PMC11944689","defensible",3,0.0438705365328039,0.0438705365328043,-3.67761376907083e-16
"creatine_PMC11944689","defensible",4,0.256344431298003,0.0438705365328043,0.212473894765199
"creatine_PMC11944689","defensible",5,0.0445591169729494,0.0438705365328043,0.00068858044014513
"creatine_PMC11944689","defensible",6,0.0438705365328039,0.0438705365328043,-3.67761376907083e-16
"creatine_PMC11944689","defensible",7,0.256344431298003,0.0438705365328043,0.212473894765199
"creatine_PMC11944689","defensible",8,0.0445591169729494,0.0438705365328043,0.00068858044014513
"creatine_PMC11944689","defensible",9,0.0438705365328039,0.0438705365328043,-3.67761376907083e-16
"creatine_PMC11944689","defensible",10,0.257767330176503,0.0438705365328043,0.213896793643699
"creatine_PMC11944689","defensible",11,0.0212037616137322,0.0438705365328043,-0.0226667749190721
"creatine_PMC11944689","defensible",12,0.0225350125260899,0.0438705365328043,-0.0213355240067144
"creatine_PMC11944689","defensible",13,0.257767330176503,0.0438705365328043,0.213896793643699
"creatine_PMC11944689","defensible",14,0.0212037616137322,0.0438705365328043,-0.0226667749190721
"creatine_PMC11944689","defensible",15,0.0225350125260899,0.0438705365328043,-0.0213355240067144
"creatine_PMC11944689","defensible",16,0.279681237415134,0.0438705365328043,0.23581070088233
"creatine_PMC11944689","defensible",17,0.0431176688523638,0.0438705365328043,-0.000752867680440465
"creatine_PMC11944689","defensible",18,0.0424849333836552,0.0438705365328043,-0.00138560314914907
"creatine_PMC11944689","defensible",19,0.279681237415134,0.0438705365328043,0.23581070088233
"creatine_PMC11944689","defensible",20,0.0431176688523638,0.0438705365328043,-0.000752867680440465
"creatine_PMC11944689","defensible",21,0.0424849333836552,0.0438705365328043,-0.00138560314914907
"creatine_PMC11944689","defensible",22,0.279681237415134,0.0438705365328043,0.23581070088233
"creatine_PMC11944689","defensible",23,0.0431176688523638,0.0438705365328043,-0.000752867680440465
"creatine_PMC11944689","defensible",24,0.0424849333836552,0.0438705365328043,-0.00138560314914907
"etip_PMC6886967","principled",1,0.0447112706729914,0.191594224595096,-0.146882953922105
"etip_PMC6886967","principled",2,0.25357528341171,0.191594224595096,0.0619810588166136
"etip_PMC6886967","principled",3,0.191594224595097,0.191594224595096,6.66133814775094e-16
"etip_PMC6886967","principled",4,0.0447112706729914,0.191594224595096,-0.146882953922105
"etip_PMC6886967","principled",5,0.25357528341171,0.191594224595096,0.0619810588166136
"etip_PMC6886967","principled",6,0.191594224595097,0.191594224595096,6.66133814775094e-16
"etip_PMC6886967","principled",7,0.0447112706729914,0.191594224595096,-0.146882953922105
"etip_PMC6886967","principled",8,0.25357528341171,0.191594224595096,0.0619810588166136
"etip_PMC6886967","principled",9,0.191594224595097,0.191594224595096,6.66133814775094e-16
"etip_PMC6886967","defensible",1,0.0447112706729914,0.191594224595096,-0.146882953922105
"etip_PMC6886967","defensible",2,0.25357528341171,0.191594224595096,0.0619810588166136
"etip_PMC6886967","defensible",3,0.191594224595097,0.191594224595096,6.66133814775094e-16
"etip_PMC6886967","defensible",4,0.0447112706729914,0.191594224595096,-0.146882953922105
"etip_PMC6886967","defensible",5,0.25357528341171,0.191594224595096,0.0619810588166136
"etip_PMC6886967","defensible",6,0.191594224595097,0.191594224595096,6.66133814775094e-16
"etip_PMC6886967","defensible",7,0.0447112706729914,0.191594224595096,-0.146882953922105
"etip_PMC6886967","defensible",8,0.25357528341171,0.191594224595096,0.0619810588166136
"etip_PMC6886967","defensible",9,0.191594224595097,0.191594224595096,6.66133814775094e-16
"etip_PMC6886967","defensible",10,0.208318582150513,0.191594224595096,0.0167243575554167
"etip_PMC6886967","defensible",11,0.2011845306119,0.191594224595096,0.00959030601680366
"etip_PMC6886967","defensible",12,0.204203836145944,0.191594224595096,0.0126096115508477
"etip_PMC6886967","defensible",13,0.208318582150513,0.191594224595096,0.0167243575554167
"etip_PMC6886967","defensible",14,0.2011845306119,0.191594224595096,0.00959030601680366
"etip_PMC6886967","defensible",15,0.204203836145944,0.191594224595096,0.0126096115508477
"etip_PMC6886967","defensible",16,0.165541755357702,0.191594224595096,-0.0260524692373943
"etip_PMC6886967","defensible",17,0.174129278814608,0.191594224595096,-0.0174649457804884
"etip_PMC6886967","defensible",18,0.183430284887456,0.191594224595096,-0.00816393970764034
"etip_PMC6886967","defensible",19,0.165541755357702,0.191594224595096,-0.0260524692373943
"etip_PMC6886967","defensible",20,0.174129278814608,0.191594224595096,-0.0174649457804884
"etip_PMC6886967","defensible",21,0.183430284887456,0.191594224595096,-0.00816393970764034
"etip_PMC6886967","defensible",22,0.165541755357702,0.191594224595096,-0.0260524692373943
"etip_PMC6886967","defensible",23,0.174129278814608,0.191594224595096,-0.0174649457804884
"etip_PMC6886967","defensible",24,0.183430284887456,0.191594224595096,-0.00816393970764034
"etre_PMC11945196","principled",1,-1.24016288583254,-0.903433434176116,-0.336729451656424
"etre_PMC11945196","principled",2,-0.903433434176083,-0.903433434176116,3.33066907387547e-14
"etre_PMC11945196","principled",3,-0.873918059108339,-0.903433434176116,0.0295153750677773
"etre_PMC11945196","principled",4,-1.24016288583254,-0.903433434176116,-0.336729451656424
"etre_PMC11945196","principled",5,-0.903433434176083,-0.903433434176116,3.33066907387547e-14
"etre_PMC11945196","principled",6,-0.873918059108339,-0.903433434176116,0.0295153750677773
"etre_PMC11945196","principled",7,-1.24016288583254,-0.903433434176116,-0.336729451656424
"etre_PMC11945196","principled",8,-0.903433434176083,-0.903433434176116,3.33066907387547e-14
"etre_PMC11945196","principled",9,-0.873918059108339,-0.903433434176116,0.0295153750677773
"etre_PMC11945196","defensible",1,-1.24016288583254,-0.903433434176116,-0.336729451656424
"etre_PMC11945196","defensible",2,-0.903433434176083,-0.903433434176116,3.33066907387547e-14
"etre_PMC11945196","defensible",3,-0.873918059108339,-0.903433434176116,0.0295153750677773
"etre_PMC11945196","defensible",4,-1.24016288583254,-0.903433434176116,-0.336729451656424
"etre_PMC11945196","defensible",5,-0.903433434176083,-0.903433434176116,3.33066907387547e-14
"etre_PMC11945196","defensible",6,-0.873918059108339,-0.903433434176116,0.0295153750677773
"etre_PMC11945196","defensible",7,-1.24016288583254,-0.903433434176116,-0.336729451656424
"etre_PMC11945196","defensible",8,-0.903433434176083,-0.903433434176116,3.33066907387547e-14
"etre_PMC11945196","defensible",9,-0.873918059108339,-0.903433434176116,0.0295153750677773
"gainingmore_PMC10809978","principled",1,-0.467513371606063,-0.0627708372200306,-0.404742534386032
"gainingmore_PMC10809978","principled",2,-0.0600318786254086,-0.0627708372200306,0.00273895859462205
"gainingmore_PMC10809978","principled",3,-0.0900509472501619,-0.0627708372200306,-0.0272801100301313
"gainingmore_PMC10809978","principled",4,-0.467513371606063,-0.0627708372200306,-0.404742534386032
"gainingmore_PMC10809978","principled",5,-0.0600318786254086,-0.0627708372200306,0.00273895859462205
"gainingmore_PMC10809978","principled",6,-0.0900509472501619,-0.0627708372200306,-0.0272801100301313
"gainingmore_PMC10809978","principled",7,-0.467513371606063,-0.0627708372200306,-0.404742534386032
"gainingmore_PMC10809978","principled",8,-0.0600318786254086,-0.0627708372200306,0.00273895859462205
"gainingmore_PMC10809978","principled",9,-0.0900509472501619,-0.0627708372200306,-0.0272801100301313
"gainingmore_PMC10809978","defensible",1,-0.467513371606063,-0.0627708372200306,-0.404742534386032
"gainingmore_PMC10809978","defensible",2,-0.0600318786254086,-0.0627708372200306,0.00273895859462205
"gainingmore_PMC10809978","defensible",3,-0.0900509472501619,-0.0627708372200306,-0.0272801100301313
"gainingmore_PMC10809978","defensible",4,-0.467513371606063,-0.0627708372200306,-0.404742534386032
"gainingmore_PMC10809978","defensible",5,-0.0600318786254086,-0.0627708372200306,0.00273895859462205
"gainingmore_PMC10809978","defensible",6,-0.0900509472501619,-0.0627708372200306,-0.0272801100301313
"gainingmore_PMC10809978","defensible",7,-0.467513371606063,-0.0627708372200306,-0.404742534386032
"gainingmore_PMC10809978","defensible",8,-0.0600318786254086,-0.0627708372200306,0.00273895859462205
"gainingmore_PMC10809978","defensible",9,-0.0900509472501619,-0.0627708372200306,-0.0272801100301313
"lytras_fms_PMC12942207","principled",1,-0.785436780230237,-0.785436780230239,1.77635683940025e-15
"lytras_fms_PMC12942207","principled",2,-1.01452250779739,-0.785436780230239,-0.229085727567151
"lytras_fms_PMC12942207","principled",3,-0.883681732791487,-0.785436780230239,-0.0982449525612482
"lytras_fms_PMC12942207","principled",4,-0.785436780230237,-0.785436780230239,1.77635683940025e-15
"lytras_fms_PMC12942207","principled",5,-1.01452250779739,-0.785436780230239,-0.229085727567151
"lytras_fms_PMC12942207","principled",6,-0.883681732791487,-0.785436780230239,-0.0982449525612482
"lytras_fms_PMC12942207","principled",7,-0.785436780230237,-0.785436780230239,1.77635683940025e-15
"lytras_fms_PMC12942207","principled",8,-1.01452250779739,-0.785436780230239,-0.229085727567151
"lytras_fms_PMC12942207","principled",9,-0.883681732791487,-0.785436780230239,-0.0982449525612482
"lytras_fms_PMC12942207","defensible",1,-0.785436780230237,-0.785436780230239,1.77635683940025e-15
"lytras_fms_PMC12942207","defensible",2,-1.01452250779739,-0.785436780230239,-0.229085727567151
"lytras_fms_PMC12942207","defensible",3,-0.883681732791487,-0.785436780230239,-0.0982449525612482
"lytras_fms_PMC12942207","defensible",4,-0.785436780230237,-0.785436780230239,1.77635683940025e-15
"lytras_fms_PMC12942207","defensible",5,-1.01452250779739,-0.785436780230239,-0.229085727567151
"lytras_fms_PMC12942207","defensible",6,-0.883681732791487,-0.785436780230239,-0.0982449525612482
"lytras_fms_PMC12942207","defensible",7,-0.785436780230237,-0.785436780230239,1.77635683940025e-15
"lytras_fms_PMC12942207","defensible",8,-1.01452250779739,-0.785436780230239,-0.229085727567151
"lytras_fms_PMC12942207","defensible",9,-0.883681732791487,-0.785436780230239,-0.0982449525612482
